x,y,z,object_type,width,height,orientation_x,orientation_y,orientation_z
20.0000,0.0000,35.0000,ball,1,1,0,0,0
19.8094,0.0741,34.9215,ball,1,1,0,0,0
19.6187,0.1469,34.8448,ball,1,1,0,0,0
19.4279,0.2186,34.7699,ball,1,1,0,0,0
19.2371,0.2892,34.6968,ball,1,1,0,0,0
19.0462,0.3585,34.6255,ball,1,1,0,0,0
18.8553,0.4267,34.5559,ball,1,1,0,0,0
18.6643,0.4937,34.4880,ball,1,1,0,0,0
18.4734,0.5596,34.4219,ball,1,1,0,0,0
18.2825,0.6243,34.3576,ball,1,1,0,0,0
18.0915,0.6879,34.2949,ball,1,1,0,0,0
17.9007,0.7504,34.2340,ball,1,1,0,0,0
17.7098,0.8116,34.1747,ball,1,1,0,0,0
17.5190,0.8718,34.1171,ball,1,1,0,0,0
17.3283,0.9308,34.0612,ball,1,1,0,0,0
17.1377,0.9887,34.0070,ball,1,1,0,0,0
16.9472,1.0455,33.9544,ball,1,1,0,0,0
16.7568,1.1011,33.9034,ball,1,1,0,0,0
16.5665,1.1557,33.8540,ball,1,1,0,0,0
16.3764,1.2091,33.8063,ball,1,1,0,0,0
16.1863,1.2614,33.7602,ball,1,1,0,0,0
15.9965,1.3126,33.7156,ball,1,1,0,0,0
15.8068,1.3627,33.6726,ball,1,1,0,0,0
15.6173,1.4117,33.6312,ball,1,1,0,0,0
15.4280,1.4596,33.5914,ball,1,1,0,0,0
15.2389,1.5064,33.5531,ball,1,1,0,0,0
15.0500,1.5521,33.5164,ball,1,1,0,0,0
14.8613,1.5968,33.4811,ball,1,1,0,0,0
14.6728,1.6403,33.4474,ball,1,1,0,0,0
14.4846,1.6828,33.4152,ball,1,1,0,0,0
14.2966,1.7242,33.3844,ball,1,1,0,0,0
14.1089,1.7645,33.3552,ball,1,1,0,0,0
13.9215,1.8038,33.3274,ball,1,1,0,0,0
13.7343,1.8419,33.3011,ball,1,1,0,0,0
13.5474,1.8791,33.2763,ball,1,1,0,0,0
13.3608,1.9151,33.2528,ball,1,1,0,0,0
13.1745,1.9501,33.2309,ball,1,1,0,0,0
12.9886,1.9841,33.2103,ball,1,1,0,0,0
12.8029,2.0170,33.1911,ball,1,1,0,0,0
12.6176,2.0488,33.1734,ball,1,1,0,0,0
12.4326,2.0796,33.1570,ball,1,1,0,0,0
12.2480,2.1094,33.1420,ball,1,1,0,0,0
12.0637,2.1381,33.1284,ball,1,1,0,0,0
11.8798,2.1658,33.1161,ball,1,1,0,0,0
11.6962,2.1924,33.1052,ball,1,1,0,0,0
11.5130,2.2180,33.0957,ball,1,1,0,0,0
11.3302,2.2426,33.0874,ball,1,1,0,0,0
11.1478,2.2662,33.0805,ball,1,1,0,0,0
10.9658,2.2887,33.0749,ball,1,1,0,0,0
10.7842,2.3102,33.0706,ball,1,1,0,0,0
10.6030,2.3307,33.0676,ball,1,1,0,0,0
10.4223,2.3502,33.0659,ball,1,1,0,0,0
10.2419,2.3687,33.0655,ball,1,1,0,0,0
10.0620,2.3862,33.0663,ball,1,1,0,0,0
9.8825,2.4026,33.0684,ball,1,1,0,0,0
9.7035,2.4181,33.0717,ball,1,1,0,0,0
9.5249,2.4325,33.0763,ball,1,1,0,0,0
9.3468,2.4460,33.0821,ball,1,1,0,0,0
9.1692,2.4584,33.0892,ball,1,1,0,0,0
8.9920,2.4699,33.0974,ball,1,1,0,0,0
8.8153,2.4803,33.1069,ball,1,1,0,0,0
8.6390,2.4898,33.1175,ball,1,1,0,0,0
8.4633,2.4983,33.1294,ball,1,1,0,0,0
8.2880,2.5058,33.1424,ball,1,1,0,0,0
8.1133,2.5123,33.1566,ball,1,1,0,0,0
7.9391,2.5178,33.1719,ball,1,1,0,0,0
7.7653,2.5224,33.1884,ball,1,1,0,0,0
7.5921,2.5259,33.2061,ball,1,1,0,0,0
7.4194,2.5285,33.2249,ball,1,1,0,0,0
7.2473,2.5302,33.2448,ball,1,1,0,0,0
7.0756,2.5308,33.2659,ball,1,1,0,0,0
6.9046,2.5305,33.2880,ball,1,1,0,0,0
6.7340,2.5292,33.3113,ball,1,1,0,0,0
6.5640,2.5270,33.3357,ball,1,1,0,0,0
6.3946,2.5238,33.3612,ball,1,1,0,0,0
6.2257,2.5197,33.3877,ball,1,1,0,0,0
6.0574,2.5146,33.4154,ball,1,1,0,0,0
5.8896,2.5085,33.4441,ball,1,1,0,0,0
5.7224,2.5015,33.4738,ball,1,1,0,0,0
5.5558,2.4935,33.5047,ball,1,1,0,0,0
5.3898,2.4846,33.5365,ball,1,1,0,0,0
5.2244,2.4747,33.5695,ball,1,1,0,0,0
5.0595,2.4639,33.6034,ball,1,1,0,0,0
4.8953,2.4522,33.6384,ball,1,1,0,0,0
4.7316,2.4395,33.6744,ball,1,1,0,0,0
4.5686,2.4259,33.7114,ball,1,1,0,0,0
4.4062,2.4113,33.7494,ball,1,1,0,0,0
4.2444,2.3959,33.7884,ball,1,1,0,0,0
4.0832,2.3794,33.8284,ball,1,1,0,0,0
3.9226,2.3621,33.8694,ball,1,1,0,0,0
3.7627,2.3438,33.9114,ball,1,1,0,0,0
