x,y,z,object_type,width,height,orientation_x,orientation_y,orientation_z
20.0000,0.0000,28.0000,ball,1,1,0.0000,60.0000,0.0000
19.7960,0.0509,28.2121,ball,1,1,0.0000,60.0000,0.0000
19.5906,0.1007,28.4213,ball,1,1,0.0000,60.0000,0.0000
19.3840,0.1493,28.6275,ball,1,1,0.0000,60.0000,0.0000
19.1761,0.1967,28.8309,ball,1,1,0.0000,60.0000,0.0000
18.9669,0.2430,29.0313,ball,1,1,0.0000,60.0000,0.0000
18.7565,0.2881,29.2289,ball,1,1,0.0000,60.0000,0.0000
18.5450,0.3321,29.4236,ball,1,1,0.0000,60.0000,0.0000
18.3323,0.3750,29.6154,ball,1,1,0.0000,60.0000,0.0000
18.1186,0.4167,29.8044,ball,1,1,0.0000,60.0000,0.0000
17.9038,0.4573,29.9905,ball,1,1,0.0000,60.0000,0.0000
17.6880,0.4968,30.1738,ball,1,1,0.0000,60.0000,0.0000
17.4712,0.5351,30.3543,ball,1,1,0.0000,60.0000,0.0000
17.2534,0.5724,30.5319,ball,1,1,0.0000,60.0000,0.0000
17.0347,0.6085,30.7067,ball,1,1,0.0000,60.0000,0.0000
16.8151,0.6436,30.8787,ball,1,1,0.0000,60.0000,0.0000
16.5947,0.6775,31.0479,ball,1,1,0.0000,60.0000,0.0000
16.3734,0.7104,31.2144,ball,1,1,0.0000,60.0000,0.0000
16.1513,0.7421,31.3781,ball,1,1,0.0000,60.0000,0.0000
15.9285,0.7728,31.5390,ball,1,1,0.0000,60.0000,0.0000
15.7049,0.8024,31.6971,ball,1,1,0.0000,60.0000,0.0000
15.4806,0.8310,31.8526,ball,1,1,0.0000,60.0000,0.0000
15.2556,0.8584,32.0053,ball,1,1,0.0000,60.0000,0.0000
15.0300,0.8848,32.1552,ball,1,1,0.0000,60.0000,0.0000
14.8038,0.9102,32.3025,ball,1,1,0.0000,60.0000,0.0000
14.5770,0.9344,32.4471,ball,1,1,0.0000,60.0000,0.0000
14.3496,0.9577,32.5890,ball,1,1,0.0000,60.0000,0.0000
14.1217,0.9798,32.7282,ball,1,1,0.0000,60.0000,0.0000
13.8933,1.0010,32.8648,ball,1,1,0.0000,60.0000,0.0000
13.6644,1.0211,32.9987,ball,1,1,0.0000,60.0000,0.0000
13.4350,1.0401,33.1300,ball,1,1,0.0000,60.0000,0.0000
13.2052,1.0581,33.2587,ball,1,1,0.0000,60.0000,0.0000
12.9750,1.0751,33.3847,ball,1,1,0.0000,60.0000,0.0000
12.7445,1.0911,33.5082,ball,1,1,0.0000,60.0000,0.0000
12.5136,1.1060,33.6291,ball,1,1,0.0000,60.0000,0.0000
12.2823,1.1200,33.7474,ball,1,1,0.0000,60.0000,0.0000
12.0508,1.1329,33.8631,ball,1,1,0.0000,60.0000,0.0000
11.8190,1.1448,33.9763,ball,1,1,0.0000,60.0000,0.0000
11.5869,1.1557,34.0869,ball,1,1,0.0000,60.0000,0.0000
11.3546,1.1656,34.1951,ball,1,1,0.0000,60.0000,0.0000
11.1221,1.1745,34.3007,ball,1,1,0.0000,60.0000,0.0000
10.8894,1.1824,34.4038,ball,1,1,0.0000,60.0000,0.0000
10.6566,1.1893,34.5044,ball,1,1,0.0000,60.0000,0.0000
10.4236,1.1952,34.6025,ball,1,1,0.0000,60.0000,0.0000
10.1905,1.2001,34.6982,ball,1,1,0.0000,60.0000,0.0000
9.9573,1.2041,34.7914,ball,1,1,0.0000,60.0000,0.0000
9.7241,1.2070,34.8822,ball,1,1,0.0000,60.0000,0.0000
9.4908,1.2090,34.9706,ball,1,1,0.0000,60.0000,0.0000
9.2575,1.2101,35.0565,ball,1,1,0.0000,60.0000,0.0000
9.0241,1.2101,35.1401,ball,1,1,0.0000,60.0000,0.0000
8.7908,1.2092,35.2213,ball,1,1,0.0000,60.0000,0.0000
8.5575,1.2073,35.3001,ball,1,1,0.0000,60.0000,0.0000
8.3243,1.2045,35.3765,ball,1,1,0.0000,60.0000,0.0000
8.0912,1.2007,35.4506,ball,1,1,0.0000,60.0000,0.0000
7.8581,1.1959,35.5223,ball,1,1,0.0000,60.0000,0.0000
7.6251,1.1903,35.5918,ball,1,1,0.0000,60.0000,0.0000
7.3923,1.1836,35.6589,ball,1,1,0.0000,60.0000,0.0000
7.1597,1.1760,35.7237,ball,1,1,0.0000,60.0000,0.0000
6.9272,1.1675,35.7862,ball,1,1,0.0000,60.0000,0.0000
6.6949,1.1580,35.8465,ball,1,1,0.0000,60.0000,0.0000
6.4628,1.1476,35.9045,ball,1,1,0.0000,60.0000,0.0000
6.2309,1.1363,35.9603,ball,1,1,0.0000,60.0000,0.0000
5.9993,1.1240,36.0138,ball,1,1,0.0000,60.0000,0.0000
5.7679,1.1108,36.0651,ball,1,1,0.0000,60.0000,0.0000
5.5368,1.0967,36.1142,ball,1,1,0.0000,60.0000,0.0000
5.3060,1.0817,36.1611,ball,1,1,0.0000,60.0000,0.0000
5.0755,1.0657,36.2058,ball,1,1,0.0000,60.0000,0.0000
4.8454,1.0489,36.2484,ball,1,1,0.0000,60.0000,0.0000
4.6156,1.0311,36.2888,ball,1,1,0.0000,60.0000,0.0000
