x,y,z,object_type,width,height,orientation_x,orientation_y,orientation_z
20.0000,0.0000,35.0000,ball,1,1,0.0000,-60.0000,0.0000
19.7277,0.0509,34.8884,ball,1,1,0.0000,-60.0000,0.0000
19.4553,0.1007,34.7801,ball,1,1,0.0000,-60.0000,0.0000
19.1829,0.1493,34.6750,ball,1,1,0.0000,-60.0000,0.0000
18.9106,0.1967,34.5730,ball,1,1,0.0000,-60.0000,0.0000
18.6382,0.2430,34.4742,ball,1,1,0.0000,-60.0000,0.0000
18.3660,0.2881,34.3784,ball,1,1,0.0000,-60.0000,0.0000
18.0938,0.3321,34.2858,ball,1,1,0.0000,-60.0000,0.0000
17.8217,0.3750,34.1963,ball,1,1,0.0000,-60.0000,0.0000
17.5499,0.4167,34.1098,ball,1,1,0.0000,-60.0000,0.0000
17.2782,0.4573,34.0264,ball,1,1,0.0000,-60.0000,0.0000
17.0067,0.4968,33.9460,ball,1,1,0.0000,-60.0000,0.0000
16.7354,0.5351,33.8685,ball,1,1,0.0000,-60.0000,0.0000
16.4645,0.5724,33.7941,ball,1,1,0.0000,-60.0000,0.0000
16.1938,0.6085,33.7226,ball,1,1,0.0000,-60.0000,0.0000
15.9234,0.6436,33.6540,ball,1,1,0.0000,-60.0000,0.0000
15.6534,0.6775,33.5883,ball,1,1,0.0000,-60.0000,0.0000
15.3837,0.7104,33.5254,ball,1,1,0.0000,-60.0000,0.0000
15.1144,0.7421,33.4655,ball,1,1,0.0000,-60.0000,0.0000
14.8455,0.7728,33.4083,ball,1,1,0.0000,-60.0000,0.0000
14.5771,0.8024,33.3540,ball,1,1,0.0000,-60.0000,0.0000
14.3092,0.8310,33.3025,ball,1,1,0.0000,-60.0000,0.0000
14.0417,0.8584,33.2537,ball,1,1,0.0000,-60.0000,0.0000
13.7747,0.8848,33.2077,ball,1,1,0.0000,-60.0000,0.0000
13.5082,0.9102,33.1644,ball,1,1,0.0000,-60.0000,0.0000
13.2423,0.9344,33.1239,ball,1,1,0.0000,-60.0000,0.0000
12.9770,0.9577,33.0860,ball,1,1,0.0000,-60.0000,0.0000
12.7123,0.9798,33.0507,ball,1,1,0.0000,-60.0000,0.0000
12.4481,1.0010,33.0181,ball,1,1,0.0000,-60.0000,0.0000
12.1846,1.0211,32.9881,ball,1,1,0.0000,-60.0000,0.0000
11.9218,1.0401,32.9607,ball,1,1,0.0000,-60.0000,0.0000
11.6596,1.0581,32.9359,ball,1,1,0.0000,-60.0000,0.0000
11.3981,1.0751,32.9136,ball,1,1,0.0000,-60.0000,0.0000
11.1373,1.0911,32.8938,ball,1,1,0.0000,-60.0000,0.0000
10.8772,1.1060,32.8766,ball,1,1,0.0000,-60.0000,0.0000
10.6179,1.1200,32.8619,ball,1,1,0.0000,-60.0000,0.0000
10.3594,1.1329,32.8496,ball,1,1,0.0000,-60.0000,0.0000
10.1016,1.1448,32.8397,ball,1,1,0.0000,-60.0000,0.0000
9.8446,1.1557,32.8323,ball,1,1,0.0000,-60.0000,0.0000
9.5884,1.1656,32.8273,ball,1,1,0.0000,-60.0000,0.0000
9.3331,1.1745,32.8246,ball,1,1,0.0000,-60.0000,0.0000
9.0786,1.1824,32.8244,ball,1,1,0.0000,-60.0000,0.0000
8.8249,1.1893,32.8264,ball,1,1,0.0000,-60.0000,0.0000
8.5722,1.1952,32.8308,ball,1,1,0.0000,-60.0000,0.0000
8.3203,1.2001,32.8375,ball,1,1,0.0000,-60.0000,0.0000
8.0693,1.2041,32.8465,ball,1,1,0.0000,-60.0000,0.0000
7.8193,1.2070,32.8577,ball,1,1,0.0000,-60.0000,0.0000
7.5702,1.2090,32.8711,ball,1,1,0.0000,-60.0000,0.0000
7.3220,1.2101,32.8868,ball,1,1,0.0000,-60.0000,0.0000
7.0748,1.2101,32.9047,ball,1,1,0.0000,-60.0000,0.0000
6.8286,1.2092,32.9247,ball,1,1,0.0000,-60.0000,0.0000
6.5834,1.2073,32.9469,ball,1,1,0.0000,-60.0000,0.0000
6.3392,1.2045,32.9713,ball,1,1,0.0000,-60.0000,0.0000
6.0960,1.2007,32.9977,ball,1,1,0.0000,-60.0000,0.0000
5.8538,1.1959,33.0263,ball,1,1,0.0000,-60.0000,0.0000
5.6126,1.1903,33.0569,ball,1,1,0.0000,-60.0000,0.0000
5.3726,1.1836,33.0896,ball,1,1,0.0000,-60.0000,0.0000
5.1335,1.1760,33.1243,ball,1,1,0.0000,-60.0000,0.0000
4.8956,1.1675,33.1611,ball,1,1,0.0000,-60.0000,0.0000
4.6588,1.1580,33.1999,ball,1,1,0.0000,-60.0000,0.0000
4.4230,1.1476,33.2406,ball,1,1,0.0000,-60.0000,0.0000
4.1884,1.1363,33.2833,ball,1,1,0.0000,-60.0000,0.0000
3.9549,1.1240,33.3279,ball,1,1,0.0000,-60.0000,0.0000
3.7225,1.1108,33.3745,ball,1,1,0.0000,-60.0000,0.0000
3.4913,1.0967,33.4230,ball,1,1,0.0000,-60.0000,0.0000
3.2612,1.0817,33.4734,ball,1,1,0.0000,-60.0000,0.0000
3.0323,1.0657,33.5256,ball,1,1,0.0000,-60.0000,0.0000
2.8046,1.0489,33.5797,ball,1,1,0.0000,-60.0000,0.0000
2.5781,1.0311,33.6356,ball,1,1,0.0000,-60.0000,0.0000
2.3527,1.0124,33.6933,ball,1,1,0.0000,-60.0000,0.0000
2.1286,0.9928,33.7529,ball,1,1,0.0000,-60.0000,0.0000
1.9057,0.9723,33.8142,ball,1,1,0.0000,-60.0000,0.0000
1.6840,0.9509,33.8772,ball,1,1,0.0000,-60.0000,0.0000
1.4636,0.9286,33.9420,ball,1,1,0.0000,-60.0000,0.0000
1.2443,0.9054,34.0086,ball,1,1,0.0000,-60.0000,0.0000
1.0264,0.8813,34.0768,ball,1,1,0.0000,-60.0000,0.0000
0.8097,0.8563,34.1467,ball,1,1,0.0000,-60.0000,0.0000
0.5942,0.8304,34.2183,ball,1,1,0.0000,-60.0000,0.0000
0.3801,0.8036,34.2916,ball,1,1,0.0000,-60.0000,0.0000
0.1672,0.7760,34.3664,ball,1,1,0.0000,-60.0000,0.0000
-0.0444,0.7474,34.4429,ball,1,1,0.0000,-60.0000,0.0000
11.5688,0.0000,31.4450,wall,3.0000,2.5000,-0.9988,0.0000,-0.0499
0.0000,0.0000,34.0000,goal,7.3200,2.4400,1,0,0
