x,y,z,object_type,width,height,orientation_x,orientation_y,orientation_z
20.0000,0.0000,35.0000,ball,1,1,0,0,0
19.7368,0.0509,35.1315,ball,1,1,0,0,0
19.4732,0.1007,35.2599,ball,1,1,0,0,0
19.2094,0.1493,35.3850,ball,1,1,0,0,0
18.9454,0.1967,35.5070,ball,1,1,0,0,0
18.6812,0.2430,35.6259,ball,1,1,0,0,0
18.4168,0.2881,35.7416,ball,1,1,0,0,0
18.1523,0.3321,35.8543,ball,1,1,0,0,0
17.8877,0.3750,35.9638,ball,1,1,0,0,0
17.6230,0.4167,36.0703,ball,1,1,0,0,0
17.3583,0.4573,36.1738,ball,1,1,0,0,0
17.0936,0.4968,36.2742,ball,1,1,0,0,0
16.8289,0.5351,36.3717,ball,1,1,0,0,0
16.5642,0.5724,36.4661,ball,1,1,0,0,0
16.2996,0.6085,36.5576,ball,1,1,0,0,0
16.0351,0.6436,36.6462,ball,1,1,0,0,0
15.7707,0.6775,36.7318,ball,1,1,0,0,0
15.5065,0.7104,36.8146,ball,1,1,0,0,0
15.2424,0.7421,36.8945,ball,1,1,0,0,0
14.9785,0.7728,36.9715,ball,1,1,0,0,0
14.7149,0.8024,37.0456,ball,1,1,0,0,0
14.4515,0.8310,37.1170,ball,1,1,0,0,0
14.1884,0.8584,37.1856,ball,1,1,0,0,0
13.9256,0.8848,37.2514,ball,1,1,0,0,0
13.6631,0.9102,37.3144,ball,1,1,0,0,0
13.4010,0.9344,37.3747,ball,1,1,0,0,0
13.1392,0.9577,37.4323,ball,1,1,0,0,0
12.8779,0.9798,37.4871,ball,1,1,0,0,0
12.6169,1.0010,37.5394,ball,1,1,0,0,0
12.3564,1.0211,37.5889,ball,1,1,0,0,0
12.0963,1.0401,37.6358,ball,1,1,0,0,0
11.8367,1.0581,37.6801,ball,1,1,0,0,0
11.5776,1.0751,37.7218,ball,1,1,0,0,0
11.3190,1.0911,37.7610,ball,1,1,0,0,0
11.0609,1.1060,37.7976,ball,1,1,0,0,0
10.8034,1.1200,37.8316,ball,1,1,0,0,0
10.5465,1.1329,37.8631,ball,1,1,0,0,0
10.2902,1.1448,37.8922,ball,1,1,0,0,0
10.0345,1.1557,37.9187,ball,1,1,0,0,0
9.7794,1.1656,37.9428,ball,1,1,0,0,0
9.5249,1.1745,37.9645,ball,1,1,0,0,0
9.2712,1.1824,37.9837,ball,1,1,0,0,0
9.0181,1.1893,38.0006,ball,1,1,0,0,0
8.7657,1.1952,38.0151,ball,1,1,0,0,0
8.5140,1.2001,38.0272,ball,1,1,0,0,0
8.2631,1.2041,38.0369,ball,1,1,0,0,0
8.0129,1.2070,38.0444,ball,1,1,0,0,0
7.7635,1.2090,38.0496,ball,1,1,0,0,0
7.5148,1.2101,38.0524,ball,1,1,0,0,0
7.2670,1.2101,38.0530,ball,1,1,0,0,0
7.0200,1.2092,38.0514,ball,1,1,0,0,0
6.7738,1.2073,38.0475,ball,1,1,0,0,0
6.5284,1.2045,38.0415,ball,1,1,0,0,0
6.2839,1.2007,38.0332,ball,1,1,0,0,0
6.0403,1.1959,38.0228,ball,1,1,0,0,0
5.7975,1.1903,38.0102,ball,1,1,0,0,0
5.5557,1.1836,37.9955,ball,1,1,0,0,0
5.3147,1.1760,37.9787,ball,1,1,0,0,0
5.0747,1.1675,37.9598,ball,1,1,0,0,0
4.8357,1.1580,37.9388,ball,1,1,0,0,0
4.5975,1.1476,37.9157,ball,1,1,0,0,0
4.3604,1.1363,37.8906,ball,1,1,0,0,0
4.1242,1.1240,37.8635,ball,1,1,0,0,0
3.8890,1.1108,37.8344,ball,1,1,0,0,0
3.6548,1.0967,37.8033,ball,1,1,0,0,0
3.4216,1.0817,37.7702,ball,1,1,0,0,0
3.1895,1.0657,37.7352,ball,1,1,0,0,0
2.9583,1.0489,37.6982,ball,1,1,0,0,0
2.7283,1.0311,37.6594,ball,1,1,0,0,0
2.4993,1.0124,37.6186,ball,1,1,0,0,0
2.2713,0.9928,37.5759,ball,1,1,0,0,0
2.0444,0.9723,37.5314,ball,1,1,0,0,0
1.8187,0.9509,37.4851,ball,1,1,0,0,0
1.5940,0.9286,37.4369,ball,1,1,0,0,0
1.3704,0.9054,37.3869,ball,1,1,0,0,0
1.1480,0.8813,37.3351,ball,1,1,0,0,0
0.9267,0.8563,37.2815,ball,1,1,0,0,0
0.7065,0.8304,37.2262,ball,1,1,0,0,0
0.4875,0.8036,37.1691,ball,1,1,0,0,0
0.2696,0.7760,37.1103,ball,1,1,0,0,0
0.0529,0.7474,37.0498,ball,1,1,0,0,0
-0.1626,0.7180,36.9875,ball,1,1,0,0,0
11.8573,0.0000,39.1736,wall,3.0000,2.5000,-0.9988,0.0000,-0.0499
0.0000,0.0000,34.0000,goal,7.3200,2.4400,1,0,0
