x,y,z,object_type,width,height,orientation_x,orientation_y,orientation_z
20.0000,0.0000,28.0000,ball,1,1,0,0,0
19.8574,0.0741,28.1488,ball,1,1,0,0,0
19.7139,0.1469,28.2961,ball,1,1,0,0,0
19.5697,0.2186,28.4417,ball,1,1,0,0,0
19.4247,0.2892,28.5857,ball,1,1,0,0,0
19.2789,0.3585,28.7281,ball,1,1,0,0,0
19.1324,0.4267,28.8689,ball,1,1,0,0,0
18.9852,0.4937,29.0081,ball,1,1,0,0,0
18.8372,0.5596,29.1457,ball,1,1,0,0,0
18.6886,0.6243,29.2817,ball,1,1,0,0,0
18.5393,0.6879,29.4162,ball,1,1,0,0,0
18.3893,0.7504,29.5491,ball,1,1,0,0,0
18.2387,0.8116,29.6804,ball,1,1,0,0,0
18.0875,0.8718,29.8102,ball,1,1,0,0,0
17.9356,0.9308,29.9384,ball,1,1,0,0,0
17.7832,0.9887,30.0651,ball,1,1,0,0,0
17.6302,1.0455,30.1902,ball,1,1,0,0,0
17.4766,1.1011,30.3138,ball,1,1,0,0,0
17.3225,1.1557,30.4358,ball,1,1,0,0,0
17.1679,1.2091,30.5563,ball,1,1,0,0,0
17.0127,1.2614,30.6753,ball,1,1,0,0,0
16.8571,1.3126,30.7928,ball,1,1,0,0,0
16.7009,1.3627,30.9087,ball,1,1,0,0,0
16.5443,1.4117,31.0232,ball,1,1,0,0,0
16.3872,1.4596,31.1361,ball,1,1,0,0,0
16.2297,1.5064,31.2476,ball,1,1,0,0,0
16.0718,1.5521,31.3576,ball,1,1,0,0,0
15.9134,1.5968,31.4661,ball,1,1,0,0,0
15.7547,1.6403,31.5731,ball,1,1,0,0,0
15.5955,1.6828,31.6786,ball,1,1,0,0,0
15.4360,1.7242,31.7827,ball,1,1,0,0,0
15.2761,1.7645,31.8853,ball,1,1,0,0,0
15.1159,1.8038,31.9864,ball,1,1,0,0,0
14.9553,1.8419,32.0861,ball,1,1,0,0,0
14.7944,1.8791,32.1844,ball,1,1,0,0,0
14.6332,1.9151,32.2812,ball,1,1,0,0,0
14.4717,1.9501,32.3766,ball,1,1,0,0,0
14.3099,1.9841,32.4706,ball,1,1,0,0,0
14.1479,2.0170,32.5632,ball,1,1,0,0,0
13.9855,2.0488,32.6543,ball,1,1,0,0,0
13.8229,2.0796,32.7440,ball,1,1,0,0,0
13.6601,2.1094,32.8323,ball,1,1,0,0,0
13.4970,2.1381,32.9193,ball,1,1,0,0,0
13.3338,2.1658,33.0048,ball,1,1,0,0,0
13.1703,2.1924,33.0890,ball,1,1,0,0,0
13.0066,2.2180,33.1718,ball,1,1,0,0,0
12.8427,2.2426,33.2532,ball,1,1,0,0,0
12.6787,2.2662,33.3332,ball,1,1,0,0,0
12.5144,2.2887,33.4119,ball,1,1,0,0,0
12.3501,2.3102,33.4892,ball,1,1,0,0,0
12.1855,2.3307,33.5652,ball,1,1,0,0,0
12.0209,2.3502,33.6398,ball,1,1,0,0,0
11.8561,2.3687,33.7131,ball,1,1,0,0,0
11.6912,2.3862,33.7850,ball,1,1,0,0,0
11.5262,2.4026,33.8556,ball,1,1,0,0,0
11.3611,2.4181,33.9249,ball,1,1,0,0,0
11.1959,2.4325,33.9929,ball,1,1,0,0,0
11.0306,2.4460,34.0596,ball,1,1,0,0,0
10.8653,2.4584,34.1249,ball,1,1,0,0,0
10.6999,2.4699,34.1890,ball,1,1,0,0,0
10.5344,2.4803,34.2518,ball,1,1,0,0,0
10.3689,2.4898,34.3133,ball,1,1,0,0,0
10.2034,2.4983,34.3734,ball,1,1,0,0,0
10.0378,2.5058,34.4324,ball,1,1,0,0,0
9.8722,2.5123,34.4900,ball,1,1,0,0,0
9.7067,2.5178,34.5464,ball,1,1,0,0,0
9.5411,2.5224,34.6015,ball,1,1,0,0,0
9.3755,2.5259,34.6553,ball,1,1,0,0,0
9.2099,2.5285,34.7079,ball,1,1,0,0,0
9.0444,2.5302,34.7593,ball,1,1,0,0,0
8.8789,2.5308,34.8094,ball,1,1,0,0,0
8.7135,2.5305,34.8582,ball,1,1,0,0,0
8.5480,2.5292,34.9059,ball,1,1,0,0,0
8.3827,2.5270,34.9523,ball,1,1,0,0,0
8.2174,2.5238,34.9975,ball,1,1,0,0,0
8.0522,2.5197,35.0414,ball,1,1,0,0,0
7.8871,2.5146,35.0842,ball,1,1,0,0,0
7.7220,2.5085,35.1257,ball,1,1,0,0,0
7.5571,2.5015,35.1660,ball,1,1,0,0,0
7.3922,2.4935,35.2052,ball,1,1,0,0,0
7.2275,2.4846,35.2431,ball,1,1,0,0,0
7.0629,2.4747,35.2799,ball,1,1,0,0,0
6.8984,2.4639,35.3154,ball,1,1,0,0,0
6.7340,2.4522,35.3498,ball,1,1,0,0,0
6.5698,2.4395,35.3830,ball,1,1,0,0,0
6.4057,2.4259,35.4150,ball,1,1,0,0,0
6.2417,2.4113,35.4459,ball,1,1,0,0,0
6.0780,2.3959,35.4756,ball,1,1,0,0,0
5.9144,2.3794,35.5041,ball,1,1,0,0,0
5.7509,2.3621,35.5315,ball,1,1,0,0,0
5.5877,2.3438,35.5578,ball,1,1,0,0,0
5.4246,2.3246,35.5829,ball,1,1,0,0,0
5.2617,2.3045,35.6068,ball,1,1,0,0,0
5.0991,2.2834,35.6296,ball,1,1,0,0,0
4.9366,2.2615,35.6513,ball,1,1,0,0,0
4.7744,2.2386,35.6718,ball,1,1,0,0,0
4.6123,2.2148,35.6913,ball,1,1,0,0,0
4.4505,2.1901,35.7096,ball,1,1,0,0,0
4.2889,2.1645,35.7267,ball,1,1,0,0,0
4.1276,2.1379,35.7428,ball,1,1,0,0,0
3.9665,2.1105,35.7578,ball,1,1,0,0,0
3.8057,2.0822,35.7716,ball,1,1,0,0,0
3.6451,2.0529,35.7844,ball,1,1,0,0,0
3.4848,2.0228,35.7960,ball,1,1,0,0,0
3.3248,1.9917,35.8066,ball,1,1,0,0,0
3.1650,1.9598,35.8161,ball,1,1,0,0,0
3.0055,1.9269,35.8244,ball,1,1,0,0,0
2.8463,1.8932,35.8317,ball,1,1,0,0,0
2.6874,1.8585,35.8380,ball,1,1,0,0,0
2.5289,1.8230,35.8431,ball,1,1,0,0,0
2.3706,1.7866,35.8472,ball,1,1,0,0,0
2.2126,1.7493,35.8502,ball,1,1,0,0,0
2.0550,1.7111,35.8521,ball,1,1,0,0,0
1.8977,1.6721,35.8530,ball,1,1,0,0,0
1.7407,1.6321,35.8528,ball,1,1,0,0,0
1.5840,1.5913,35.8515,ball,1,1,0,0,0
1.4277,1.5496,35.8493,ball,1,1,0,0,0
1.2718,1.5070,35.8459,ball,1,1,0,0,0
1.1162,1.4635,35.8415,ball,1,1,0,0,0
0.9610,1.4192,35.8361,ball,1,1,0,0,0
0.8061,1.3740,35.8296,ball,1,1,0,0,0
0.6517,1.3280,35.8221,ball,1,1,0,0,0
0.4976,1.2810,35.8136,ball,1,1,0,0,0
0.3439,1.2332,35.8040,ball,1,1,0,0,0
0.1906,1.1846,35.7935,ball,1,1,0,0,0
0.0377,1.1350,35.7819,ball,1,1,0,0,0
-0.1148,1.0847,35.7692,ball,1,1,0,0,0
13.7247,0.0000,34.6590,wall,3.0000,2.5000,-0.9578,0.0000,0.2873
0.0000,0.0000,34.0000,goal,7.3200,2.4400,1,0,0
