x,y,z,object_type,width,height,orientation_x,orientation_y,orientation_z
20.0000,0.0000,21.0000,ball,1,1,0,0,0
19.9048,0.0741,21.1829,ball,1,1,0,0,0
19.8083,0.1469,21.3643,ball,1,1,0,0,0
19.7105,0.2186,21.5444,ball,1,1,0,0,0
19.6113,0.2892,21.7231,ball,1,1,0,0,0
19.5109,0.3585,21.9004,ball,1,1,0,0,0
19.4091,0.4267,22.0763,ball,1,1,0,0,0
19.3061,0.4937,22.2509,ball,1,1,0,0,0
19.2019,0.5596,22.4240,ball,1,1,0,0,0
19.0965,0.6243,22.5957,ball,1,1,0,0,0
18.9899,0.6879,22.7661,ball,1,1,0,0,0
18.8821,0.7504,22.9350,ball,1,1,0,0,0
18.7732,0.8116,23.1025,ball,1,1,0,0,0
18.6631,0.8718,23.2687,ball,1,1,0,0,0
18.5520,0.9308,23.4334,ball,1,1,0,0,0
18.4397,0.9887,23.5968,ball,1,1,0,0,0
18.3264,1.0455,23.7587,ball,1,1,0,0,0
18.2120,1.1011,23.9193,ball,1,1,0,0,0
18.0966,1.1557,24.0784,ball,1,1,0,0,0
17.9801,1.2091,24.2362,ball,1,1,0,0,0
17.8627,1.2614,24.3925,ball,1,1,0,0,0
17.7443,1.3126,24.5475,ball,1,1,0,0,0
17.6249,1.3627,24.7011,ball,1,1,0,0,0
17.5046,1.4117,24.8532,ball,1,1,0,0,0
17.3833,1.4596,25.0040,ball,1,1,0,0,0
17.2611,1.5064,25.1534,ball,1,1,0,0,0
17.1381,1.5521,25.3014,ball,1,1,0,0,0
17.0141,1.5968,25.4480,ball,1,1,0,0,0
16.8893,1.6403,25.5932,ball,1,1,0,0,0
16.7636,1.6828,25.7370,ball,1,1,0,0,0
16.6372,1.7242,25.8795,ball,1,1,0,0,0
16.5099,1.7645,26.0205,ball,1,1,0,0,0
16.3818,1.8037,26.1602,ball,1,1,0,0,0
16.2529,1.8419,26.2985,ball,1,1,0,0,0
16.1233,1.8791,26.4354,ball,1,1,0,0,0
15.9929,1.9151,26.5710,ball,1,1,0,0,0
15.8617,1.9501,26.7051,ball,1,1,0,0,0
15.7299,1.9841,26.8379,ball,1,1,0,0,0
15.5973,2.0170,26.9694,ball,1,1,0,0,0
15.4641,2.0488,27.0994,ball,1,1,0,0,0
15.3302,2.0796,27.2281,ball,1,1,0,0,0
15.1956,2.1094,27.3554,ball,1,1,0,0,0
15.0603,2.1381,27.4814,ball,1,1,0,0,0
14.9244,2.1658,27.6060,ball,1,1,0,0,0
14.7879,2.1924,27.7293,ball,1,1,0,0,0
14.6508,2.2180,27.8512,ball,1,1,0,0,0
14.5131,2.2426,27.9717,ball,1,1,0,0,0
14.3748,2.2662,28.0910,ball,1,1,0,0,0
14.2360,2.2887,28.2088,ball,1,1,0,0,0
14.0966,2.3102,28.3253,ball,1,1,0,0,0
13.9566,2.3307,28.4405,ball,1,1,0,0,0
13.8161,2.3502,28.5544,ball,1,1,0,0,0
13.6751,2.3687,28.6669,ball,1,1,0,0,0
13.5336,2.3861,28.7780,ball,1,1,0,0,0
13.3916,2.4026,28.8879,ball,1,1,0,0,0
13.2491,2.4180,28.9964,ball,1,1,0,0,0
13.1062,2.4325,29.1036,ball,1,1,0,0,0
12.9628,2.4459,29.2095,ball,1,1,0,0,0
12.8189,2.4584,29.3140,ball,1,1,0,0,0
12.6746,2.4698,29.4173,ball,1,1,0,0,0
12.5299,2.4803,29.5192,ball,1,1,0,0,0
12.3848,2.4898,29.6198,ball,1,1,0,0,0
12.2393,2.4982,29.7191,ball,1,1,0,0,0
